name,matches,count
Piglet,Pooh,3
EOD leader,Brian,3
Butters,Baahir,3
Butters,Annie,3
Phillip,Scott,3
C***,Friend,3
Phillip,Sally,3
C***,Kenny,3
Phillip,Mohammad,3
Randy,Al,3
Johnson,President,3
Principal Victoria,Ellen,3
Principal Victoria,Dawkins,3
John Edward,Kenny,3
Jimmy,Shauna,3
Jimmy,Terrance,3
Butters,Man,3
Butters,Ma'am,3
Butters,Mexican,3
Priest,Mabel,3
Butters,Mother,3
Jimmy,Tyler,3
Priest Maxi,Broncos,3
Butters,Obama,3
Postum,All,3
Butters,Kevin,3
Butters,Principal,3
Butters,People,3
Pops,Jimmy,3
Butters,Kelly,3
Butters,Joseph,3
Priest Maxi,Jesus,3
Butters,Jared,3
Jimmy,Scouts,3
Principal Victoria,Boys,3
Butters,Precious,3
John,Group,3
Phillip,Katherine,3
Electronic Head,Bill,3
C***,Right,3
Carol,God,3
Judge Julie,Stan,3
Bundy,All,3
Dr. Sheltair,Randy,3
PC Principal,Seagal,3
Cardinal Mahoney,Satan,3
Randy,Glen,3
Bucky Bailey,Lorraine,3
Kanye,God,3
Randy,Gordon,3
PC Principal,Jimmy,3
PC Principal,Jim,3
Canadians,Saddam,3
Randy,Grandma,3
Dr. Roberts,Foley,3
Karen,Kenny,3
Randy,Jakov,3
Randy,Jefferson,3
PC Principal,Craig,3
Cartman,Al,3
Cartman,Alec,3
Jimmy,Boy,3
Randy,Jimmy,3
Paris,God,3
Canadians,Minister,3
Randy,Barbrady,3
Peter,God,3
Randy,Bezos,3
Jonathan,KoRn,3
Randy,Bono,3
PewDiePie,God,3
Peter Panda,Eric,3
Bush,Satan,3
Josh,Barbrady,3
Josh,Bezos,3
Peter,Mohammad,3
Jimmy,Everyone,3
Peter,Eric,3
Pat,Susan,3
Pete,Henrietta,3
Josh,Officer,3
Randy,Center,3
Josh,worker,3
Randy,Chris,3
Peetie,People,3
Pearl,Kenny,3
Bus Driver,Officer,3
Randy,Doctor,3
Judge Julie,Everyone,3
Cartman,Larry,3
Center judge,Eric,3
Shelly,Larry,3
Janet,All,3
Instructor,Eric,3
Murph,Murph,3
Jeff Van Vonderen,Kyle,3
Singers,King,3
Cartman,Sylvester,3
Mrs. Garthunk,Computer,3
Cartman,Rick,3
Social Worker,Mackey,3
Ike,Billy,3
Singers,Catatafish,3
Singer (background singers),Diego,3
Ms. Crabtree,Marcus,3
Kip,Kyle,3
Ms. Stevens,Kyle,3
Narrator,John,3
Jerry Jones,Ed,3
Narrator,Jesus,3
Ms. Ellen,Chef,3
Sony President,Bill,3
Jakov,Mayor,3
Jakov,Junjun,3
Sony President,Gates,3
Cartman,Leeroy,3
Sophie,Scott,3
Singer,Smith,3
Cartman,Michael,3
Scott Tenorman,Eric,3
Jakov,Eric,3
Cartman,Taylor,3
Sgt. Yates,Mark,3
Cartman,Teacher,3
Sheila,Butters,3
Aunt Flo,Shelly,3
Janet,woman,3
Aunt Flo,Stanley,3
Janson,Mayor,3
Dr. Chinstrap,Mackey,3
Cartman,Peters,3
Sharon,Kyle,3
Mysterion,Kyle,3
Cartman,Penis,3
Ike,Princess,3
Skyler,Collins,3
Sharon,Jesus,3
Mrs. White,Bob,3
Mysterion,Karen,3
Sharon,Dad,3
Skyler,Phil,3
Jason,Dude,3
Smith,God,3
Mrs. Stevens,Bebe,3
Bebe,All,3
Sharon,Barbrady,3
Kip's mom,Kip,3
Janet,Xerxes,3
Shauna,Jimmy,3
Mrs. McCormick,Kenny,3
Bebe,Thumper,3
Cartman,Mysterion,3
Berries,Jeff,3
Cartman,Yelpers,3
Cartman,Men,3
Satan,Gore,3
Dr. Biber,Garrison,3
Shelly,Eric,3
Human Kite,Kenny,3
Human Kite,Dude,3
Human Kite,Cartman,3
Shelly,God,3
Field reporter 1,Tom,3
Cartman,Spielberg,3
Balding man,Cornwallis,3
Stan,Adam,3
Mrs. Garrison,Mackey,3
Cartman,Someone,3
Bezos,Mayor,3
Satan,Everyone,3
Scott,Canadians,3
Cartman,Luke,3
Cartman,Lucas,3
Stan,Angels,3
Stan,Anne,3
Gary,Gary,3
Mrs. Garrison,Jesus,3
Dr. Doctor,Chef,3
King,Chris,3
Mrs. Garrison,Heidi,3
Jesus,Jimbo,3
Satan,Al,3
Howard,King,3
Casey,Brian,3
Sheila,woman,3
Bebe,Bebe,3
Scott,People,3
Sheila,Schwartz,3
Human Kite,Mysterion,3
Narrator,Mexicans,3
Specialist 1,All,3
Singer,Robert,3
Scott,Red,3
BSM-471,Cartman,3
Cartman and Butters,Joe,3
Jesus,All,3
Jesus,Bob,3
Narrator,Kenny,3
Cartman,Mary,3
"Kyle, Cartman",Wendy,2
Kyle,Boys,2
Kyle's Side,Kenny,2
Jonathan,Jonathan,2
Jonathan,Pirate,2
Jonathan,Nibblet,2
Geoff Hamill,Chris,2
Jonathan,Fieldy,2
Kyle,Father,2
George Bailey,Mary,2
Kyle Schwartz,Santa,2
Kyle,Bezos,2
Gerald,Boy,2
Judge Julie,All,2
Justin Trudeau,President,2
"Kyle, Stan",Chef,2
Geoff,Chris,2
Isiah,Kyle,2
Geoff,Patty,2
Justin Trudeau,Canadians,2
General Revaur,President,2
Hollis,Michael,2
Isla,Bebe,2
Josh,Brown,2
George R. R. Martin,King,2
Hopkins,Murphy,2
Kyle Two,God,2
Host,Canadians,2
Inductees,Scout,2
Josh,Tom,2
Kyle,Funnybot,2
Jimmy,Crip,2
Judge Julie,Garrison,2
George Lucas,Steven,2
Joseph Smith,Blaine,2
Kyle Two,Dude,2
Homeless advisor,Boys,2
Joozian 2,God,2
Homeless advisor,God,2
Inmate,Charlie,2
Harriet Biggle,Sharon,2
Lady Member,Tweek,2
General,God,2
Liane,Boys,2
John,Everyone,2
Liane,Bill,2
Liane,Sharon,2
Jimmy,TV,2
Ike,All,2
John,Realtors,2
John Cena,Edge,2
Gavin,Coach,2
General,President,2
Leslie,God,2
Les Claypool,Chef,2
John Edward,Kyle,2
Jimmy,President,2
John Edward,Matt,2
John Edward,Mike,2
Gene Ween,Chef,2
John,Chris,2
Laertes,Hamlet,2
Gary Sr.,Karen,2
Kyle,Cows,2
Kyle,Coach,2
Jimmy,Sophie,2
Gary Condit,Chris,2
Howard,Manson,2
Gary Condit,Linda,2
Gary Sr.,Joseph,2
Howard Stern,Kenny,2
Gavin,Adams,2
Liane,Florence,2
Gary Sr.,Smith,2
Joe,Randy,2
Howard,Dad,2
Husband,ManBearPig,2
John,Cartman,2
Jimmy,Right,2
Jimmy,Pops,2
House,Kanye,2
Lennart,Miller,2
Larry King,Geraldo,2
John Warsog,Ladies,2
Johnnie Cochran,Chef,2
Host 1,Eric,2
Laura,God,2
Ike,Ike,2
Jimmy,John,2
Ike,Mom,2
Host 1,Cartman,2
Leader,Scott,2
Host,Spirit,2
Johnson,Mayor,2
General Deckter,Mel,2
Ike,Toodee,2
Incredibly obese black man,Man,2
Individual in crowd,TV,2
Kyle,Brad,2
K-10,Eric,2
Laura,Harriet,2
Kyle,Caitlyn,2
John Ramsey,Gary,2
Kyle,Detective,2
John Elway,Smalls,2
John Garner,People,2
Kyle,Diego,2
Lead Ginger,Muhammad,2
Jimmy,Obama,2
John Ramsey,Chris,2
Lawyer,Kenny,2
Lawyer,Eric,2
Kyle,Doctor,2
Lawyer,Boys,2
Jimmy,Mackey,2
Jimmy,Lisa,2
Ike,Dad,2
Laura,Sheila,2
John Ramsey,Linda,2
Kyle,Tooth,2
Gerald,Craig,2
Gnome 2,Jesus,2
Heidi,Girls,2
God,Saddam,2
God,Satan,2
Jim Brown-ish,Cartman,2
Heidi,Dude,2
Jerry Sanders,Diego,2
Kyle,Mel,2
Kyle,McCain,2
Kenny,Tammy,2
Heidi,Cartman,2
Kyle,Master,2
Gore,President,2
Gore,Red,2
Jim,Nichole,2
Heidi,All,2
Keshawn,Yolanda,2
Jessie,Wendy,2
God,Jesus,2
Gnome 1,Santa,2
Jeff,Everyone,2
Kyle,Jeff,2
Kyle,Jake,2
Girlfriend,Ben,2
Kenny,Karen,2
Giuliani,President,2
Jeff,Panamanian,2
Heidi,Mom,2
Gloria Allred,Scouts,2
Kyle,Muslim,2
Gnome 1,Gnomes,2
Kyle,Mother,2
Jenkins,ManBearPig,2
Heidi,Isla,2
Gnome 1,Red,2
Jennifer Lopez,driver,2
Jenny,Garrison,2
Kyle,Cop,2
Kyle,Jason,2
Jim,Gore,2
Jim,All,2
Kyle,Ma'am,2
Kyle,Luke,2
HC driver 7,driver,2
Jesus,Cruise,2
Kyle,Ladies,2
Kid 1,Parents,2
Jesus,Popeye,2
Jesus,David,2
Jesus,Everyone,2
Hamlet,Horatio,2
Harry,Canadian,2
Jesus,Mohammad,2
Jesus,Lincoln,2
Kyle,Kids,2
Jesus,Krishna,2
Jesus,Kids,2
Hansen,Predator,2
Harriet,Sharon,2
Kids,PewDiePie,2
Guide,Confederates,2
Guard 3,Captain,2
Jesus,Robert,2
Head waiter,All,2
Jim,Alec,2
Kevin,Dad,2
Jesus,Tom,2
Kevin,God,2
Jesus,Stewart,2
Kyle,Jimbo,2
Head waiter,Chris,2
Head of Programming,God,2
Kyle,Kelly,2
Greenfield,Eric,2
Jesus,Scott,2
Guard,Everyone,2
Guard,Funnybot,2
Jesus,Cartman,2
Kyle,Johnson,2
Jesus,Rod,2
Girl,Mother,2
Kyle,Indy,2
Gerald,Dad,2
Jimmy,Cartman,2
Gerald,Miller,2
Jakovasaur,Junjun,2
Hillary Clinton,Tom,2
Hillary Clinton,Muhammad,2
Jimmy,Bertha,2
Katherine,Phillip,2
Kyle,Al,2
Janet,God,2
Jimmy,American,2
Kyle,Taylor,2
Katie,Doctor,2
Kyle,Tammy,2
Jimbo,Uncle,2
Jimbo,Tom,2
Janet,Mayor,2
Kyle,Superman,2
Gerald,Satan,2
Gerald,Mayor,2
Hispanic Reporter,Steve,2
Heidi,Wendy,2
Jacqueline,Teresa,2
KIT-9,Eric,2
Jimmy,Cheney,2
Kanye,All,2
Gerald,Everybody,2
Kyle,Gordon,2
Kyle,driver,2
Hollis,Alien,2
Kanye,Kim,2
Gerald,Jefferson,2
Jabs,Captain,2
Kyle,Vladimir,2
Jack,Carl,2
Jack,Elise,2
Kanye,Man,2
Gerald,Jimbo,2
Kanye,woman,2
Gerald,John,2
Gerald,Scout,2
Jimbo,Satan,2
Gerald,Scouts,2
Herbert Garrison,Jesus,2
Geraldo,Larry,2
Henrietta,God,2
Kenny,Blanket,2
Hell director,Satan,2
Jared,Scott,2
Gerry,Tolkien,2
Hell director,Mormons,2
Kyle,Pops,2
Heidi 4,Eric,2
Jared,Tyler,2
Jared Fogle,Tom,2
Jimbo,Enrique,2
Heidi 3,Eric,2
Heidi 1,Eric,2
Jimbo,Davis,2
Jeff,Dave,2
Kenny,Garrison,2
Janson,Bezos,2
Gerald,woman,2
Jimbo,Gerald,2
Herbert Garrison,All,2
KoRn,Nibblet,2
Katie,Kelly,2
Kip's dad,Kip,2
Jimbo,Kyle,2
Herbert Garrison,Garrison,2
Herbert Garrison,Everyone,2
Kyle,Shelly,2
Kyle,Scuzzlebutt,2
Kyle,Red,2
Gerald,Stuart,2
Gerald,TV,2
Kyle,Sarah,2
Gerald,Victoria,2
Jimbo,John,2
Kyle,Hillary,2
Kyle,Hitler,2
Jim Brown-ish,Eric,2
"""Ash""",Lambtron,2
Liane,Stanley,2
Sgt. Yates,God,2
Sgt. Yates,Kim,2
Sgt. Yates,Mitch,2
Sgt. Yates,Mysterion,2
Sgt. Yates,Officer,2
Sgt. Yates,Tooth,2
Shake Weight,woman,2
Sharon,Chris,2
Sharon,Craig,2
Sharon,Eric,2
Sharon,Harriet,2
Sharon,Jefferson,2
Sharon,Jimmy,2
Sharon,Karen,2
Sharon,Larry,2
Sharon,Mackey,2
Sharon,Officer,2
Sharon,Stephen,2
Sharon,Tucker,2
Sheila,Bill,2
Sheila,Canadian,2
Sheila,Cartman,2
Sgt. Yates,Jesus,2
Sergei Shoigu,Putin,2
Sheila,Doctor,2
Sergei Shoigu,President,2
Santa,Everyone,2
Santa,God,2
Sarah,Eric,2
Satan,Beelzeboot,2
Satan,Gates,2
Satan,Hitler,2
Satan,Jesus,2
Satan,Prince,2
Satan,Son,2
Satan,Zazul,2
School Advisory Board Technician,ChatGPT,2
Scientist 1,All,2
Scott,All,2
Scott,Bridon,2
Scott,Cartman,2
Scott,Everyone,2
Scott,Iraqi,2
Scott Tenorman,Broncos,2
Sergeant,All,2
Sergeant,Ned,2
Sergeant,Tom,2
Sheila,Craig,2
Sheila,Family,2
Saddam,Terrance,2
Smith,Harris,2
Snoop Dogg,William,2
Some audience members,Maury,2
Sparrow Prince,Prince,2
Sphinx,Ethiopians,2
Spielberg,All,2
Spielberg,Lucas,2
Spirit,Burns,2
Squirrely,Son,2
Squirt leader,God,2
Squirt leader,Matthew,2
Squirt leader,Scouts,2
Stagehand,Boy,2
Stagehand,Man,2
Stan,Adams,2
Stan,Blaine,2
Stan,Caitlyn,2
Stan,Captain,2
Stan,Chuck,2
Stan,Clinton,2
Stan,Customer,2
Stan,Ellen,2
Snarf,Mayor,2
Skyler,Jonesy,2
Sheila,Girls,2
Skyler,God,2
Sheila,Kids,2
Sheila,Mackey,2
Sheila,Nurse,2
Sheila,People,2
Sheila,Randy,2
Sheila,Right,2
Sheila,Stan,2
Sheila,Uncle,2
Shelly,Mary,2
Shelly,Shelly,2
Shvek,Dawkins,2
Shvek,Eric,2
Singer,Man,2
Singers,Lucy,2
Singers,Phone,2
Singers(Crab People),All,2
Skeeter,All,2
Skeeter,Garrison,2
Skeeter,Josh,2
Skeeter,Randy,2
Skyler,All,2
Saddam Hussein,Satan,2
Saddam,Phillip,2
Professor Chaos,All,2
Randy,Josie,2
Randy,Linda,2
Randy,Mark,2
Randy,Mary,2
Randy,Maxi,2
Randy,McCain,2
Randy,Member,2
Randy,Michael,2
Randy,Mick,2
Randy,Mike,2
Randy,Mom,2
Randy,Mormons,2
Randy,Mouse,2
Randy,Muslim,2
Randy,Ninjas,2
Randy,Peter,2
Randy,Peterson,2
Randy,Piglet,2
Randy,Sam,2
Randy,Scouts,2
Randy,Seagal,2
Randy,Senators,2
Randy,Kids,2
Randy,Josh,2
Randy,Steve,2
Randy,John,2
Prosecutor,Tolkien,2
Quint 3,All,2
Rachel,Dad,2
Rancher,Barbrady,2
Rancher,Bob,2
Randy,Andrew,2
Randy,Baby,2
Randy,Bailey,2
Randy,Boyfriend,2
Randy,Carlos,2
Randy,Cleetus,2
Randy,Collins,2
Randy,Commander,2
Randy,Dave,2
Randy,Dude,2
Randy,Frank,2
Randy,Gerry,2
Randy,Hollis,2
Randy,Janet,2
Randy,Jay,2
Randy,Jim,2
Randy,Smalls,2
Randy,Thad,2
Saddam,Celine,2
Reporter 2,Tom,2
Rescuer 2,Captain,2
Rescuer 4,God,2
Research leader,Towel,2
Researcher 1,All,2
Researcher 1,Garrison,2
Richard,Mark,2
Rick,Susan,2
Rick James,Chef,2
Riley,Randy,2
Rob Reiner,God,2
Robber 1,All,2
Robert Pooner,Britney,2
Robert Pooner,Manson,2
Robert Redford,Ladies,2
Robert Redford,Phyllis,2
Rudy,Man,2
Rumpertumskin,Clyde,2
Russel Crowe,Tom,2
Ryan,God,2
Ryan,Sarah,2
SNN reporter,American,2
Representative,Stephen,2
Reporter 2,Johnson,2
Randy,Uncle,2
Reporter 1,Coach,2
Randy,Victoria,2
Randy,Webber,2
Randy,Woman,2
Ranger McFriendly,All,2
Receptionist,Al,2
Receptionist,Family,2
Receptionist,Gore,2
Red,All,2
Red,God,2
Red,Lisa,2
Red,Tolkien,2
Reeve,Hackman,2
Reporter,Britney,2
Reporter,Captain,2
Reporter,Jared,2
Reporter,Jimbo,2
Reporter,Kids,2
Reporter,Kyle,2
Reporter,ManBearPig,2
Reporter,Mickey,2
Reporter,Princess,2
Stan,Funnybot,2
Stan,Gordon,2
Stan,Harrison,2
Tom,Tom,2
Tom Cruise,Johnny,2
Tom Cruise,TV,2
Toolshed,All,2
Toolshed,Cartman,2
Toolshed,Toolshed,2
Tour guide,All,2
Tour guide,Garrison,2
Tour guide,Teacher,2
Towelie,Jesus,2
Towelie,Jimmy,2
Towelie,Larry,2
Towelie,Men,2
Towelie,Mexican,2
Townsfolk,Right,2
Trainer 3,Jessica,2
Trent,Uncle,2
Trey,All,2
Trey,Somebody,2
Tuong Lu Kim,Mongolian,2
Tuong Lu Kim,Pearl,2
TupperWear,TupperWear,2
Tom Cruise,Jared,2
Tom,Stan,2
Tweek,Everyone,2
Tom,Rick,2
The Wise One,God,2
The men,Kyle,2
"The new lyrics, part II",Kids,2
The other kids,Dad,2
Theme,People,2
Therapist,Billy,2
Therapist,Tiger,2
Theresa,God,2
Thom,Scott,2
Thomas,Canadian,2
Thompson,Red,2
Ticket Salesman,Jesus,2
Tolkien,Jimmy,2
Tom,Barbrady,2
Tom,Center,2
Tom,Dan,2
Tom,David,2
Tom,Everyone,2
Tom,Family,2
Tom,Jesus,2
Tom,Kevin,2
Tweek,All,2
Tweek,Hat,2
Stan,Hat,2
Will Smith,Kids,2
Woman,Guest,2
Woman,Kevin,2
Woman,Mark,2
Woman,Mexican,2
Woman,Steven,2
Woman 1,Tommy,2
Woman 2,Allyson,2
Woman 2,God,2
Woman 4,God,2
Woman 5,Peter,2
Wonder Woman,Santa,2
Worker,Kid,2
Worker 2,Sondheim,2
Worker 2,Stephen,2
Yates,Britney,2
Yates,Doctor,2
Yates,Lars,2
Yates,Mitch,2
Yates,Yates,2
Younger man,Phillip,2
Younger man,Terrance,2
Woman,Boys,2
Wife,Dylan,2
Tweek,Kyle,2
Whistlin' Willy,All,2
Tweek,Michael,2
Ugly Bob,Terrance,2
Vampir,All,2
Veronica,Boys,2
Vice President,President,2
Vice President,Travis,2
Vicky,All,2
Voice,House,2
Voice,Kyle,2
Voice-over,Phillip,2
Voice-over,Terrance,2
WCB President,Canadian,2
Warden,Josh,2
Water Tester,All,2
Weathers,President,2
Wendy,All,2
Wendy,Annie,2
Wendy,Mom,2
Wendy,Paris,2
Wendy,Principal,2
Wendy,woman,2
The Males (Randy),woman,2
The Girls,Cows,2
The Ghost of Human Kindness,Tweek,2
Stan,Stranger,2
Stan,Tony,2
Stan,Victoria,2
"Stan, Kyle",Jesus,2
"Stan, Kyle, Cartman",Jesus,2
Stella,Cartman,2
Stella,Stella,2
Stephen,Adults,2
Stephen,Barbrady,2
Stephen,Betsy,2
Stephen,Caitlyn,2
Stephen,Cartman,2
Stephen,Craig,2
Stephen,Dad,2
Stephen,Dan,2
Stephen,Diego,2
Stephen,Doctor,2
Stephen,Father,2
Stephen,Jimbo,2
Stephen,Jimmy,2
Stephen,Laura,2
Stephen,Peterson,2
Stan,Tammy,2
Stan,Shelley,2
The Cotswolds,Mark,2
Stan,Seaman,2
Stan,Heather,2
Stan,Henry,2
Stan,House,2
Stan,Indy,2
Stan,Jarvis,2
Stan,Kindergartners,2
Stan,Lincoln,2
Stan,Loogie,2
Stan,Magic,2
Stan,Mary,2
Stan,Maury,2
Stan,Mephesto,2
Stan,Minister,2
Stan,Morgan,2
Stan,Obama,2
Stan,Owners,2
Stan,Pete,2
Stan,Randy,2
Stan,Ranger,2
Stan,Ron,2
Stan,Sally,2
Stephen,President,2
Stephen,Right,2
Stephen,Russian,2
Stephen,Sharon,2
TV Announcer,Phillip,2
TV Announcer,Terrance,2
TV Voice,Jesus,2
Tad,Heather,2
Tammy,Blood,2
Tammy,Nichole,2
Teacher,Eric,2
Teen 1,Dude,2
Teen MC,Rancid,2
Teresa,Sharon,2
Terrance,Canadian,2
Terrance,Doctor,2
Terrance,Garrison,2
Terrance,Mohammad,2
The Boys,Al,2
The Boys,Butters,2
The Boys,Gore,2
The C***,Cartman,2
The C***,Clyde,2
The C***,woman,2
The Colonel,Jamie,2
TCO reporter,President,2
Superman,Kyle,2
Stuart,Right,2
Steve,Nathan,2
Stephen,Son,2
Stephen,Stephen,2
Stephen,Timmy,2
Stephen,Tucker,2
Stephen Abootman,Stephen,2
Steve,Francis,2
Steve,Jesus,2
Steve,Jimmy,2
Steve,Minister,2
Steven,Everyone,2
Stuart,Magic,2
Stormy,Lucas,2
Stormy,Spielberg,2
Strong Woman,Bailey,2
Strong Woman,David,2
Strong Woman,Emory,2
Strong Woman,People,2
Stuart,Bezos,2
Stuart,Jeff,2
Stuart,Josh,2
Prop. 10 Supporter,Toto,2
Prof. Thomas,Muslim,2
Liane,Stinky,2
Mitchell,Gretchen,2
Moderator,Clinton,2
Moderator,Obama,2
Mom,Kenny,2
Mom,Michael,2
Morgan Freeman,Rebecca,2
Mosquito,Right,2
Mr. Adams,Adams,2
Mr. Adams,Child,2
Mr. Adler,Butters,2
Mr. Adler,Corey,2
Mr. Adler,Eric,2
Mr. Bell,God,2
Mr. Big record producer,Chef,2
Mr. Biggle,Henrietta,2
Mr. Connolly,Chef,2
Mr. Connolly,William,2
Mr. Cotswolds,God,2
Mr. Dawkins,God,2
Mr. Fun,Chris,2
Mr. Garrett,All,2
Mr. Garrett,Bridon,2
Mitchell,Mohammad,2
Mitchell,Gary,2
Mr. Garrison,Chad,2
Mitchell,Family,2
Mike,Dude,2
Mike,Harry,2
Mike,Nichole,2
Mike,Steven,2
Millie,Beth,2
Minister,Devil,2
Minister,Terrance,2
Minister of Streaming,Phillip,2
Minister of Streaming,President,2
Minister of Streaming,Terrance,2
Mint-Berry Crunch,Mysterion,2
Miss Conduct,Mackey,2
Miss Stevenson,All,2
Mitch,Tom,2
Mitch Conner,Blood,2
Mitch Conner,Conner,2
Mitch Conner,Eric,2
Mitch Conner,Mitch,2
Mitch Conner,Muhammad,2
Mitchell,All,2
Mitchell,Danny,2
Mr. Garrison,Canadians,2
Mr. Garrison,Class,2
Mickey Mouse,All,2
Mr. Hat,Hat,2
Mr. Hollis,Emmett,2
Mr. Kim,American,2
Mr. Mackey,Barbrady,2
Mr. Mackey,Chef,2
Mr. Mackey,Cows,2
Mr. Mackey,Everybody,2
Mr. Mackey,Fireman,2
Mr. Mackey,Gore,2
Mr. Mackey,John,2
Mr. Mackey,M,2
Mr. Mackey,Man,2
Mr. Mackey,Mike,2
Mr. Mackey,Nurse,2
Mr. Mackey,Officer,2
Mr. Mackey,Stanley,2
Mr. Mackey,Stephen,2
Mr. Mackey,Toothbrush,2
Mr. Mackey,Worker,2
Mr. Mackey,woman,2
Mr. Meryl,Kids,2
Mr. Nelson,All,2
Mr. Hat,Stan,2
Mr. Hat,Enrique,2
Mr. Garrison,Collins,2
Mr. Hankey,Simon,2
Mr. Garrison,Garrison,2
Mr. Garrison,Goths,2
Mr. Garrison,Grant,2
Mr. Garrison,Group,2
Mr. Garrison,Muslim,2
Mr. Garrison,Nancy,2
Mr. Garrison,Paul,2
Mr. Garrison,Richard,2
Mr. Garrison,Robert,2
Mr. Garrison,Sally,2
Mr. Garrison,Santa,2
Mr. Garrison,TV,2
Mr. Garrison,Thompson,2
Mr. Garrison,Tolkien,2
Mr. Garrison,Tom,2
Mr. Gueermo,Bridon,2
Mr. Hankey,Amber,2
Mr. Hankey,Autumn,2
Mr. Hankey,Boy,2
Mr. Hankey,Boys,2
Mr. Hankey,Chef,2
Mike,Dave,2
Mickey,Randy,2
Prof. Thomas,Mohammad,2
MJ's hologram,Shelly,2
Mackey,Cartman,2
Mackey,Jesus,2
Madame Foreperson,Terrance,2
Mailman and Kids,Kids,2
Mailman and Kids,Mailman,2
Male Staffer,Demonius,2
Male Staffer,Ferrari,2
Man,All,2
Man,American,2
Man,Bill,2
Man,Cartman,2
Man,Eric,2
Man,Garrison,2
Man,Linda,2
Man,Man,2
Man,Mayor,2
Man,Peter,2
Man,woman,2
Man 1,Agent,2
Man 1,Cartman,2
Man 1,Man,2
MMA Host,Heather,2
MC,OC,2
Man 2,Mysterion,2
MC,New,2
Lil Mr. Garrison,Hat,2
Linda,Nellie,2
Linda,Paris,2
Linda,Robot,2
Linda,Russian,2
Lisa,Butters,2
Lisa,Josh,2
Lisa,Wendy,2
Lola,Clyde,2
Lola,Kyle,2
Lollipop King,King,2
Lollipop King,Mayor,2
Louse 12,Travis,2
Louse 7,Travis,2
Louse 9,Mark,2
Lucy,Joseph,2
Lucy,Smith,2
"""Ash""",Master,2
M.C.,Eric,2
MC,Jessica,2
MC,Ladies,2
Man 2,Lamont,2
Man 3,TV,2
Mickey,Jesus,2
McCain,Michelle,2
McCain,President,2
McConnell,President,2
Meagan,Richie,2
Medic,New,2
Mencia,Kanye,2
Mephesto,All,2
Mephesto,Chef,2
Mephesto,Hope,2
Mephesto,Kevin,2
Mercedes,Porsche,2
Mercedes,Stan,2
Michael,Dude,2
Michael,Firkle,2
Michael,Jefferson,2
Michael,Kyle,2
Michael,Uriel,2
Michael Buffer,Jesus,2
Michael Chertoff,Davis,2
Michael Jackson,Kyle,2
Michelle,All,2
Mickey,God,2
McCain,Obama,2
McCain,McCain,2
Man 5,All,2
Mayor McDaniels,woman,2
Man with Orange Shirt,God,2
Man with terrible skin condition,Man,2
Manager,All,2
Manager,People,2
Manson,All,2
Manson,Stan,2
Marilyn Manson,Stinky,2
Mark,Kyle,2
Martha,God,2
Marvin,Bill,2
Masked voice,Randy,2
Maury,Damla,2
Maury,Vanessa,2
Mayor,Bezos,2
Mayor,Kids,2
Mayor,People,2
Mayor McDaniels,Everyone,2
Mayor McDaniels,Jimmy,2
Mayor McDaniels,Kid,2
Mayor McDaniels,Mexicans,2
Mayor McDaniels,Students,2
Mr. Nelson,Cartman,2
Mr. Pratt,Collins,2
Mr. Pratt,Morgan,2
PC Principal,Topher,2
PC bro 11,Dude,2
Pastor Phillips,God,2
Pat,God,2
Pat Sajak,People,2
Patron,Everyone,2
Pearl,Bebe,2
Pearl,Richard,2
Pence,President,2
Pete,All,2
Pete,Britney,2
Pete,Goths,2
Pete,Michael,2
Peter,Peter,2
Peter,Satan,2
Peter Nelson,Randy,2
PewDiePie,PewDiePie,2
Pharaoh,God,2
Phil,Dude,2
Phil,Frank,2
Phil,Josh,2
Phillip,All,2
PC Principal,Tweek,2
PC Principal,Tolkien,2
Phillip,Canadian,2
PC Principal,Somebody,2
Official messenger boy,Jefferson,2
Official messenger boy,Master,2
Official messenger boy,Thomas,2
Old monk,Father,2
Operator,John,2
Operator,Phillip,2
Operator,Terrance,2
Other men,God,2
Otter 1,New,2
Ozzy Osbourne,Chef,2
PC Principal,Buddha,2
PC Principal,Everyone,2
PC Principal,God,2
PC Principal,Heather,2
PC Principal,Heidi,2
PC Principal,Hitler,2
PC Principal,Kids,2
PC Principal,Leslie,2
PC Principal,Nathan,2
PC Principal,President,2
PC Principal,Right,2
Phillip,American,2
Phillip,Celine,2
Mr. Slave,Al,2
President,Thompson,2
President Hirohito,American,2
President Obama,Caitlyn,2
President Obama,House,2
Priest Maxi,All,2
Priest Maxi,Chef,2
Priest Maxi,Father,2
Priest Maxi,KoRn,2
Priest Maxi,People,2
Prime Minister,Minister,2
Prince,Minister,2
Princess,God,2
Principal Victoria,Butters,2
Principal Victoria,Stan,2
Principal Victoria,Timmy,2
Proctologist,All,2
Producer,All,2
Producer,Kyle,2
Producer,Mitch,2
Producer,Tom,2
Producer,Wing,2
Prof. Thomas,Family,2
President Bush,Mohammad,2
President,Princess,2
Phillip,Katie,2
Pope Benedict,Peter,2
Phillip,Muslim,2
Phillip,Phillip,2
Phillip Stand-in,Terrance,2
Pilot,God,2
Pilot,Hansen,2
Pioneer Paul,All,2
Pioneer Paul,Sheriff,2
Pip,Dad,2
Pip,Everyone,2
Pip,Mom,2
Pip,Stanley,2
Pizza Man,Somebody,2
Plex,God,2
Pocket,Right,2
Poe,God,2
Poe,Mom,2
Police Chief,All,2
Police officer 2,Conner,2
